Source_row,Species_key,Source_citation,Source_publication_year,Resolution_status
1140,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1144,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1154,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1158,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1165,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1178,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1183,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1483,Brachytarsophrys orientalis,"Yao Li and Dan-Dan Zhang and Zhi-Tong Lyu and Jian Wang and Yu-Long Li and Zu-Yao Liu and Hong-Hui Chen and Ding-Qi Rao and Zhi-Fang Jin and Chang-You Zhang and Ying-Yong Wang (2020). Review of the genus Brachytarsophrys (Anura: Megophryidae), with revalidation of Brachytarsophrys platyparietus and description of a new species from China Zoological Research https://doi.org/10.24272/j.issn.2095-8137.2020.033",2020,removed_duplicate_new_species_row
1479,Brachytarsophrys platyparietus,"Yao Li and Dan-Dan Zhang and Zhi-Tong Lyu and Jian Wang and Yu-Long Li and Zu-Yao Liu and Hong-Hui Chen and Ding-Qi Rao and Zhi-Fang Jin and Chang-You Zhang and Ying-Yong Wang (2020). Review of the genus Brachytarsophrys (Anura: Megophryidae), with revalidation of Brachytarsophrys platyparietus and description of a new species from China Zoological Research https://doi.org/10.24272/j.issn.2095-8137.2020.033",2020,removed_duplicate_new_species_row
726,Brachytarsophrys platyparietus,"Yao Li and Dan-Dan Zhang and Zhi-Tong Lyu and Jian Wang and Yu-Long Li and Zu-Yao Liu and Hong-Hui Chen and Ding-Qi Rao and Zhi-Fang Jin and Chang-You Zhang and Ying-Yong Wang (2020). Review of the genus Brachytarsophrys (Anura: Megophryidae), with revalidation of Brachytarsophrys platyparietus and description of a new species from China Zoological Research, 41(2), 105-122 https://doi.org/10.24272/j.issn.2095-8137.2020.040",2020,removed_duplicate_new_species_row
1853,Buergeria otai,"Ying-Han Wang and Yu-Wei Hsiao and Ko-Huan Lee and Hui-Yun Tseng and Yen-Po Lin and Shohei Komaki and Si-Min Lin (2018). Correction: Acoustic differentiation and behavioral response reveals cryptic species within Buergeria treefrogs (Anura, Rhacophoridae) from Taiwan PLoS ONE, 13(2) https://doi.org/10.1371/journal.pone.0193040",2018,removed_duplicate_new_species_row
1394,Bungarus suzhenae,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305",2021,removed_duplicate_new_species_row
1405,Bungarus suzhenae,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305",2021,removed_duplicate_new_species_row
1233,Calotes wangi,"Yong Huang and Hongyu Li and Yilin Wang and Maojin Li and Mian Hou and Bo Cai (2023). Taxonomic review of the Calotes versicolor complex (Agamidae, Sauria, Squamata) in China, with description of a new species and subspecies 63 https://doi.org/10.3897/zookeys.1187.110704",2023,removed_duplicate_new_species_row
157,Cynops fudingensis,"YUNKE WU and YUEZHAO WANG and KE JIANG and JAMES HANKEN (2010). A new newt of the genus Cynops (Caudata: Salamandridae) from Fujian Province, southeastern China Zootaxa, 2346, 42–52",2010,removed_duplicate_new_species_row
634,Cynops fudingensis,,,removed_duplicate_new_species_row
1687,Cynops huanggangensis,"Zhihao Jiang and Song Huang and Qiangyong Fan and Lin Cheng and Yanan Gong and Zhangbo Cui and Tierui Zhang and Wenjun Lan and Zhian Zou and Xuanzhi Huang and Jean Raffaëlli and Jinmin Chen (2024). A new species of the newt genus Hypselotriton (Amphibia, Urodela, Salamandridae) from Jiangxi Province, southeastern China Life Science https://doi.org/10.3897/zookeys.1208.126092",2024,removed_duplicate_new_species_row
225,Cyrtodactylus laevis,"Shun Ma and Sheng‐Chao Shi and Tian‐Yu Qian and Lu‐Lu Sui and Bin Wang and Jian‐Ping Jiang (2024). A New Species of Cyrtodactylus tibetanus Group (Reptilia: Squamata: Gekkonidae) from Xizang Autonomous Region, China Animals, 14, 2384 https://doi.org/10.3390/ani14162384",2024,removed_duplicate_new_species_row
234,Cyrtodactylus laevis,"Shun Ma and Sheng‐Chao Shi and Tian‐Yu Qian and Lu‐Lu Sui and Bin Wang and Jian‐Ping Jiang (2024). A New Species of Cyrtodactylus tibetanus Group (Reptilia: Squamata: Gekkonidae) from Xizang Autonomous Region, China Animals, 14, 2384 https://doi.org/10.3390/ani14162384",2024,removed_duplicate_new_species_row
219,Cyrtodactylus menglianensis,"Shuo Liu and Dingqi Rao (2022). A new species of Cyrtodactylus Gray, 1827 (Squamata, Gekkonidae) from southwestern Yunnan, China ZooKeys, 1084, 83–100 https://doi.org/10.3897/zookeys.1084.72868",2022,removed_duplicate_new_species_row
235,Cyrtodactylus tibetanus,"Shun Ma and Sheng‐Chao Shi and Tian‐Yu Qian and Lu‐Lu Sui and Bin Wang and Jian‐Ping Jiang (2024). A New Species of Cyrtodactylus tibetanus Group (Reptilia: Squamata: Gekkonidae) from Xizang Autonomous Region, China Animals, 14, 2384 https://doi.org/10.3390/ani14162384",2024,removed_duplicate_new_species_row
226,Cyrtodactylus tibetanus,"Shun Ma and Sheng‐Chao Shi and Tian‐Yu Qian and Lu‐Lu Sui and Bin Wang and Jian‐Ping Jiang (2024). A New Species of Cyrtodactylus tibetanus Group (Reptilia: Squamata: Gekkonidae) from Xizang Autonomous Region, China Animals, 14, 2384 https://doi.org/10.3390/ani14162384",2024,removed_duplicate_new_species_row
240,Diploderma daduense,"Bo Cai and Fengjing Liu and Dong Liang and Mian Hou and Huaming Zhou and Jiayun Zhong and Jing Li and Jiang Chang (2024). A New Species of Diploderma (Squamata, Agamidae) from the Valley of Dadu River in Sichuan Province, with a Redescription of Topotypes of D. splendidum from Hubei Province, China Animals, 14, 1344 https://doi.org/10.3390/ani14091344",2024,removed_duplicate_new_species_row
1973,Diploderma drukdaypo,"KAI WANG and KE JIANG and JINLONG REN and DAHU ZOU and JIAWEI WU and JING CHE and CAMERON D. SILER (2019). A new species of Dwarf Japalura sensu lato (Reptilia: Squamata: Agamidae) from the upper Mekong River in Eastern Tibet, China, with notes on morphological variation, distribution, and conservation of two congeners along the same river Zootaxa, 4544(4), 505–522 https://doi.org/10.11646/zootaxa.4544.4.3",2019,removed_duplicate_new_species_row
1698,Diploderma iadinum,"Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of Japalura (Squamata: Agamidae) from the Hengduan Mountain Range, China Zoological Research, 37(1), 41-56 https://doi.org/10.13918/j.issn.2095-8137.2016.1.41",2016,removed_duplicate_new_species_row
1624,Diploderma limingense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1627,Diploderma limingense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1630,Diploderma limingense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1641,Diploderma limingense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1644,Diploderma limingense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1625,Diploderma shuoquense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1628,Diploderma shuoquense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1634,Diploderma shuoquense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1642,Diploderma shuoquense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1645,Diploderma shuoquense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1532,Diploderma sp. nov. 1,"Kai Wang and Jinlong Ren and Jiawei Wu and Ke Jiang and Jieqiong Jin and Shaobing Hou and Puyang Zheng and Feng Xie and Cameron D. Siler and Jing Che (2020). Systematic revision of mountain dragons (Reptilia: Agamidae: Diploderma) in China, with descriptions of six new species and discussion on their conservation J Zool Syst Evol Res, 67, 222–263 https://doi.org/10.1111/jzs.12414",2020,removed_duplicate_new_species_row
1533,Diploderma sp. nov. 2,"Kai Wang and Jinlong Ren and Jiawei Wu and Ke Jiang and Jieqiong Jin and Shaobing Hou and Puyang Zheng and Feng Xie and Cameron D. Siler and Jing Che (2020). Systematic revision of mountain dragons (Reptilia: Agamidae: Diploderma) in China, with descriptions of six new species and discussion on their conservation J Zool Syst Evol Res, 67, 222–263 https://doi.org/10.1111/jzs.12414",2020,removed_duplicate_new_species_row
1534,Diploderma sp. nov. 3,"Kai Wang and Jinlong Ren and Jiawei Wu and Ke Jiang and Jieqiong Jin and Shaobing Hou and Puyang Zheng and Feng Xie and Cameron D. Siler and Jing Che (2020). Systematic revision of mountain dragons (Reptilia: Agamidae: Diploderma) in China, with descriptions of six new species and discussion on their conservation J Zool Syst Evol Res, 67, 222–263 https://doi.org/10.1111/jzs.12414",2020,removed_duplicate_new_species_row
1536,Diploderma sp. nov. 4,"Kai Wang and Jinlong Ren and Jiawei Wu and Ke Jiang and Jieqiong Jin and Shaobing Hou and Puyang Zheng and Feng Xie and Cameron D. Siler and Jing Che (2020). Systematic revision of mountain dragons (Reptilia: Agamidae: Diploderma) in China, with descriptions of six new species and discussion on their conservation J Zool Syst Evol Res, 67, 222–263 https://doi.org/10.1111/jzs.12414",2020,removed_duplicate_new_species_row
242,Diploderma splendidum,"Bo Cai and Fengjing Liu and Dong Liang and Mian Hou and Huaming Zhou and Jiayun Zhong and Jing Li and Jiang Chang (2024). A New Species of Diploderma (Squamata, Agamidae) from the Valley of Dadu River in Sichuan Province, with a Redescription of Topotypes of D. splendidum from Hubei Province, China Animals, 14, 1344 https://doi.org/10.3390/ani14091344",2024,removed_duplicate_new_species_row
1247,Diploderma tachengense,"Shuo Liu and Mian Hou and Natalia B. Ananjeva and Dingqi Rao (2023). Four new species of the genus Diploderma Hallowell, 1861 (Squamata, Agamidae) from China ZooKeys, 1148, 167–207 https://doi.org/10.3897/zookeys.1148.97706",2023,removed_duplicate_new_species_row
307,Diploderma vela,"Kai WANG and Ke JIANG and Gang PAN and Mian HOU and Cameron D. SILER and Jing CHE (2015). A New Species of Japalura (Squamata: Sauria: Agamidae) from Upper Lancang (Mekong) Valley of Eastern Tibet, China Asian Herpetological Research, 6(3), 159–168 https://doi.org/10.16373/j.cnki.ahr.140042",2015,removed_duplicate_new_species_row
1626,Diploderma yongshengense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1629,Diploderma yongshengense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1636,Diploderma yongshengense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1643,Diploderma yongshengense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
1646,Diploderma yongshengense,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,removed_duplicate_new_species_row
986,Elaphe xiphodonta,"Shuo Qi and Jing-Song Shi and Yan-Bo Ma and Yi-Fei Gao and Shu-Hai Bu and L. Lee Grismer and Pi-Peng Li and Ying-Yong Wang (2021). A sheep in wolf's clothing: Elaphe xiphodonta sp. nov. (Squamata, Colubridae) and its possible mimicry to Protobothrops jerdonii ZooKeys, 1048, 23–47 https://doi.org/10.3897/zookeys.1048.65650",2021,removed_duplicate_new_species_row
603,Elaphe zoigeensis,"Song HUANG and Li DING and Frank T. BURBRINK and Jun YANG and Jietang HUANG and Chen LING and Xin CHEN and Yaping ZHANG (2012). A New Species of the Genus Elaphe (Squamata: Colubridae) from Zoige County, Sichuan, China Asian Herpetological Research, 3(1), 38–45 https://doi.org/10.3724/SP.J.1245.2012.00038",2012,removed_duplicate_new_species_row
610,Feirana kangxianensis,"Xin YANG and Bin WANG and Junhua HU and Jianping JIANG (2011). A New Species of the Genus Feirana (Amphibia: Anura: Dicroglossidae) from the Western Qinling Mountains of China Asian Herpetological Research, 2(2), 72-86 https://doi.org/10.3724/SP.J.1245.2011.00072",2011,removed_duplicate_new_species_row
1695,Gekko alpinus,"Shun Ma, Sheng-Chao Shi, Cheng Shen, Li-Ming Chang, and Jian-Ping Jiang (2024). Discovery of a new species of the subgenus Japonigekko (Squamata, Gekkonidae, Gekko) from the Hengduan Mountains, southwestern China: the best Japonigekko mountaineer ZooKeys https://doi.org/10.3897/zookeys.1215.125043",2024,removed_duplicate_new_species_row
1848,Gekko guishanicus,"林俊聰 & 姚秋如 and Jun-Tsong Lin and Chiou-Ju Yao (2016). 臺灣宜蘭縣龜山島壁虎屬 (Gekko) (有鱗目:蜥蜴亞目: 壁虎科) 一新種 A New Species of the Genus Gekko (Squamata: Sauria: Gekkonidae) from Guishan Isle, Yilan County, Taiwan 國立臺灣博物館學刊, 69(2), 1-14 https://doi.org/10.6532/JNTM.2016.69(2).01",2016,removed_duplicate_new_species_row
1364,Gekko ichangensis,"Jing CAO and Phuping SUCHARITAKUL and Minhua TIE and Chatmongkon SUWANNAPOOM and Fang YAN and Siriwadee CHOMDEJ (2025). A New Species of the Genus Gekko Laurenti, 1768 (Squamata: Gekkonidae) from Hubei, China Asian Herpetological Research, 16(1), 110–121 https://doi.org/10.3724/ahr.2095-0357.2024.0046",2025,removed_duplicate_new_species_row
622,Gekko kaiyai,"Caiwen Zhang and Afang Wu and Bo Cai and Lanrong Wang and Dapeng Pang and Haohao Ma and Lei Yu and Xiangyang Li and Hua Huang and Lin Zeng and Li Li and Jie Yan and Peng Li and Baowei Zhang (2023). A New Species of the Genus Gekko (Squamata: Sauria: Gekkonidae) from the Dabie Mountains, China Animals, 13, 3796 https://doi.org/10.3390/ani13243796",2023,removed_duplicate_new_species_row
648,Gekko kwangsiensis,"JIAN-HUAN YANG (2015). A new species of the genus Gekko Laurenti (Squamata: Sauria: Gekkonidae) from Guangxi, China Zootaxa, 3936(2), 287–295 https://doi.org/10.11646/zootaxa.3936.2.9",2015,removed_duplicate_new_species_row
1053,Gekko paucituberculatus,"Hao-Tian Wang and Shuo Qi and Dan-Yang Zhou and Ying-Yong Wang (2024). Description of a new karst-adapted species of the subgenus Japonigekko (Squamata: Gekkonidae: Gekko) from Guangxi, southern China Vertebrate Zoology, 74, 121–132 https://doi.org/10.3897/vz.74.e113899",2024,removed_duplicate_new_species_row
1655,Gloydius lateralis,"Mei-Hua Zhang and Sheng-Chao Shi and Cheng Li and Peng Yan and Ping Wang and Li Ding and Jie Du and Anđelka Plenković-Moraj and Jian-Ping Jiang and Jing-Song Shi (2022). Exploring cryptic biodiversity in a world heritage site: a new pitviper (Squamata, Viperidae, Crotalinae) from Jiuzhaigou, Aba, Sichuan, China ZooKeys, 1114, 59–76 https://doi.org/10.3897/zookeys.1114.79709",2022,removed_duplicate_new_species_row
1640,Gloydius lipipengi,"Jing-Song Shi and Jin-Cheng Liu and Rohit Giri and John Benjamin Owens and Vishal Santra and Sourish Kuttalam and Melvin Selvan and Ke-Ji Guo and Anita Malhotra (2021). Molecular phylogenetic analysis of the genus Gloydius (Squamata, Viperidae, Crotalinae), with description of two new alpine species from Qinghai-Tibet Plateau, China ZooKeys, 1061, 87–108 https://doi.org/10.3897/zookeys.1061.70420",2021,removed_duplicate_new_species_row
1603,Goniurosaurus gollum,"Shuo Qi and Jian Wang and L. Lee Grismer and Hong-Hui Chen and Zhi-Tong Lyu and Ying-Yong Wang (2020). The Stoor Hobbit of Guangdong: Goniurosaurus gollum sp. nov., a cave-dwelling Leopard Gecko (Squamata, Eublepharidae) from South China ZooKeys, 991, 137–153 https://doi.org/10.3897/zookeys.991.54935",2020,removed_duplicate_new_species_row
40,Goniurosaurus varius,"Shuo Qi and L. Lee Grismer and Zhi-Tong Lyu and Liang Zhang and Pi-Peng Li and Ying-Yong Wang (2020). A definition of the Goniurosaurus yingdeensis group (Squamata, Eublepharidae) with the description of a new species ZooKeys, 986, 127–155 https://doi.org/10.3897/zookeys.986.47989",2020,removed_duplicate_new_species_row
37,Goniurosaurus yingdeensis,"Shuo Qi and L. Lee Grismer and Zhi-Tong Lyu and Liang Zhang and Pi-Peng Li and Ying-Yong Wang (2020). A definition of the Goniurosaurus yingdeensis group (Squamata, Eublepharidae) with the description of a new species ZooKeys, 986, 127–155 https://doi.org/10.3897/zookeys.986.47989",2020,removed_duplicate_new_species_row
653,Gracixalus jinggangensis,"ZHAO-CHI ZENG, JIAN ZHAO, CHUN-QUAN CHEN, GUO-LING CHEN, ZHONG ZHANG & YING-YONG WANG (2017). A new species of the genus Gracixalus (Amphibia: Anura: Rhacophoridae) from Mount Jinggang, southeastern China Zootaxa, 4250(2), 171–185 https://doi.org/10.11646/zootaxa.4250.2.3",2017,removed_duplicate_new_species_row
661,Gracixalus nonggangensis,"YUNMING MO, WEI ZHANG, YU LUO, SHICHU ZHOU & WEICAI CHEN (2013). A new species of the genus Gracixalus (Amphibia: Anura: Rhacophoridae) from Southern Guangxi, China Zootaxa, 3616(1), 61-72 https://doi.org/10.11646/zootaxa.3616.1.5",2013,removed_duplicate_new_species_row
663,Hebius citrinoventer,"Yu-Hao Xu and Dian-Cheng Yang and Yan-An Gong and Kai-Chen Ouyang and Shi-Yang Weng and Jun-Dong Deng and Song Huang and Li-Fang Peng (2024). A new species of the genus Hebius (Squamata, Natricidae) from Yunnan, China Life Science https://doi.org/10.3897/zookeys.1206.123841",2024,removed_duplicate_new_species_row
664,Hebius citrinoventer,"Yu-Hao Xu and Dian-Cheng Yang and Yan-An Gong and Kai-Chen Ouyang and Shi-Yang Weng and Jun-Dong Deng and Song Huang and Li-Fang Peng (2024). A new species of the genus Hebius (Squamata, Natricidae) from Yunnan, China ZooKeys https://doi.org/10.3897/zookeys.1206.123841",2024,removed_duplicate_new_species_row
270,Hemiphyllodactylus gengmaensis,"Hongxin Zhou and Shimin Li and Ziqi Shen and Shuo Liu and Dingqi Rao (2024). A new species of Hemiphyllodactylus (Squamata, Gekkonidae) from southwest Yunnan, China https://doi.org/10.3897/zookeys.1197.117359",2024,removed_duplicate_new_species_row
989,Hynobius sp. nov.,"Zhenqi Wang and Siti N. Othman and Zhixin Qiu and Yiqiu Lu and Vishal Kumar Prasad and Yuran Dong and Chang‐Hu Lu and Amaël Borzée (2023). An Isolated and Deeply Divergent Hynobius Species from Fujian, China Animals, 13, 1661 https://doi.org/10.3390/ani13101661",2023,removed_duplicate_new_species_row
745,Jingophrys feii,"JIAN-HUAN YANG and JIAN WANG and YING-YONG WANG (2018). A new species of the genus Megophrys (Anura: Megophryidae) from Yunnan Province, China Zootaxa, 4413(2), 325–338 https://doi.org/10.11646/zootaxa.4413.2.5",2018,removed_duplicate_new_species_row
746,Jingophrys feii,"JIAN-HUAN YANG and JIAN WANG and YING-YONG WANG (2018). A new species of the genus Megophrys (Anura: Megophryidae) from Yunnan Province, China Zootaxa, 4413(2), 325–338 https://doi.org/10.11646/zootaxa.4413.2.5",2018,removed_duplicate_new_species_row
747,Jingophrys feii,"JIAN-HUAN YANG and JIAN WANG and YING-YONG WANG (2018). A new species of the genus Megophrys (Anura: Megophryidae) from Yunnan Province, China Zootaxa, 4413(2), 325–338 https://doi.org/10.11646/zootaxa.4413.2.5",2018,removed_duplicate_new_species_row
1385,Jingophrys yeae,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693",2020,removed_duplicate_new_species_row
1384,Jingophrys zhoui,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693",2020,removed_duplicate_new_species_row
675,Kurixalus lenquanensis,"Guohua Yu and Jishan Wang and Mian Hou and Dingqi Rao and Junxing Yang (2017). A new species of the genus Kurixalus from Yunnan, China (Anura, Rhacophoridae) ZooKeys, 694, 71–93 https://doi.org/10.3897/zookeys.694.12785",2017,removed_duplicate_new_species_row
676,Kurixalus lenquanensis,"Guohua Yu and Jishan Wang and Mian Hou and Dingqi Rao and Junxing Yang (2017). A new species of the genus Kurixalus from Yunnan, China (Anura, Rhacophoridae) ZooKeys, 694, 71–93 https://doi.org/10.3897/zookeys.694.12785",2017,removed_duplicate_new_species_row
679,Kurixalus lenquanensis,"Guohua Yu and Jishan Wang and Mian Hou and Dingqi Rao and Junxing Yang (2017). A new species of the genus Kurixalus from Yunnan, China (Anura, Rhacophoridae) ZooKeys, 694, 71–93 https://doi.org/10.3897/zookeys.694.12785",2017,removed_duplicate_new_species_row
327,Kurixalus yangi,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan, China (Anura, Rhacophoridae) ZooKeys, 770, 211–226 https://doi.org/10.3897/zookeys.770.23526",2018,removed_duplicate_new_species_row
1582,Kurixalus yangi,"Guohua Yu and Hong Hui and Dingqi Rao and Junxing Yang (2018). A new species of Kurixalus from western Yunnan, China (Anura, Rhacophoridae) ZooKeys, 770, 211–226 https://doi.org/10.3897/zookeys.770.23526",2018,removed_duplicate_new_species_row
1324,Leptobrachella albomarginata,"Yun-He Wu and Zhong-Bin Yu and Shen-Pin Yang and Zheng-Pan Duan and An-Ru Zuo and Ding-Can Zhang and Felista Kasyoka Kilunda and Robert W. Murphy and Jing Che (2025). Morphological and molecular evidence for a new species of the genus Leptobrachella (Anura, Megophryidae) from Gaoligong Mountain Range, Yunnan, China Yunnan Gaoligongshan National Nature, 101(2) https://doi.org/10.3897/zse.101.135560",2025,removed_duplicate_new_species_row
