Source_row,Chinese_name_raw,Scientific_name_raw,Province_raw,Verdict,Reason,Source_citation
1802,东亚腹链蛇,Hebius vibakari,江苏,事件表,省级新纪录事件（1省）,"叶琳、朱文启、章铁睿、虞磊、高国富、包浩然 (2024). 江苏省蛇类新纪录——东亚腹链蛇 Chinese Journal of Wildlife, 45(1), 216-221 https://doi.org/10.12375/ysdwxb.20240129"
1803,东亚腹链蛇,Hebius vibakari,江苏,事件表,省级新纪录事件（1省）,"叶琳、朱文启、章铁睿、虞磊、高国富、包浩然 (2024). 江苏省蛇类新纪录——东亚腹链蛇 Chinese Journal of Wildlife, 45(1), 216-221 https://doi.org/10.12375/ysdwxb.20240129"
1804,东亚腹链蛇,Hebius vibakari,江苏,事件表,省级新纪录事件（1省）,"叶琳、朱文启、章铁睿、虞磊、高国富、包浩然 (2024). 江苏省蛇类新纪录——东亚腹链蛇 Chinese Journal of Wildlife, 45(1), 216-221 https://doi.org/10.12375/ysdwxb.20240129"
1805,黑头剑蛇,Sibynophis chinensis,辽宁,事件表,省级新纪录事件（1省）,"邱显淳、周圣博、齐硕、王小平、王昊天、王锦泽、史静耸、李丕鹏 (2023). 辽宁省爬行动物名录及地理区划更新 动物学杂志, 58(4), 523-539 https://doi.org/10.13859/j.cjz.202304006"
1806,黑眉锦蛇,Elaphe taeniura,辽宁,排除,记录类型为'其他新纪录/再发现'等，未纳入省级新纪录事件表,"邱显淳、周圣博、齐硕、王小平、王昊天、王锦泽、史静耸、李丕鹏 (2023). 辽宁省爬行动物名录及地理区划更新 动物学杂志, 58(4), 523-539 https://doi.org/10.13859/j.cjz.202304006"
1807,王锦蛇,Elaphe carinata,辽宁,终审:B2 排除-调查/名录条目,记录类型无法判定（原表未标注且引用无线索）,"邱显淳、周圣博、齐硕、王小平、王昊天、王锦泽、史静耸、李丕鹏 (2023). 辽宁省爬行动物名录及地理区划更新 动物学杂志, 58(4), 523-539 https://doi.org/10.13859/j.cjz.202304006"
1808,山地麻蜥,Eremias brenchleyi,辽宁,事件表,省级新纪录事件（1省）,"王超、田应洲、谷晓明 (2014). 辽宁省蜥蜴类新纪录———山地麻蜥 四川动物, 33(3), 383-387"
1809,弗氏张树蛙,Zhangixalus franki,云南,事件表,省级新纪录事件（1省）,"Shuo Liu and Hong Hui and Dingqi Rao (2020). First record of Zhangixalus franki Ninh, Nguyen, Orlov, Nguyen & Ziegler, 2020 (Anura, Rhacophoridae) from China Laoshan Nature https://doi.org/10.3897/herpetozoa.33.e59114"
1810,新种针鲜蛇,Pareas sp. nov.,云南,新种表,新种描述，转入 CHNR_new_species,"Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagler, 1830 (Squamata, Pareidae) from Northwestern Yunnan, China Taxonomy, 3, 169–182 https://doi.org/10.3390/taxonomy3020013"
1811,,Pareas kaduri,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagler, 1830 (Squamata, Pareidae) from Northwestern Yunnan, China Taxonomy, 3, 169–182 https://doi.org/10.3390/taxonomy3020013"
1812,云南针鲜蛇,Pareas yunnanensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagler, 1830 (Squamata, Pareidae) from Northwestern Yunnan, China Taxonomy, 3, 169–182 https://doi.org/10.3390/taxonomy3020013"
1813,虎纹针鲜蛇,Pareas tigerinus,云南,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagler, 1830 (Squamata, Pareidae) from Northwestern Yunnan, China Taxonomy, 3, 169–182 https://doi.org/10.3390/taxonomy3020013"
1814,铜壁关腹链蛇,Herpetoreas abros,云南,新种表,新种描述，转入 CHNR_new_species,"Shuo Liu and Mian Hou and Hongxin Zhou and Changsheng Zuo and Fawang Yin and Dingqi Rao (2024). A New Species of Herpetoreas Günther, 1860 (Serpentes: Natricidae) from Yunnan, China Diversity, 16, 768 https://doi.org/10.3390/d16120768"
1815,红腹斑蟾,Bufo rubroventromaculatus,广西,事件表,省级新纪录事件（1省）,"Shuo Liu and Mian Hou and Mingzhong Mo and Dingqi Rao (2024). First confirmed record of Bufo rubroventromaculatus Orlov, Ananjeva, Ermakov, Lukonina, Ninh & Nguyen, 2024 (Anura, Bufonidae) from China, with supplementary description of this species Biodiversity Data Journal, 12 https://doi.org/10.3897/BDJ.12.e134392"
1816,山罗湍蛙,Amolops truongi,云南,事件表,省级新纪录事件（1省）,"Shuo Liu and Mingzhong Mo and Jimin Guo and Yi Lu and Wen Wang and Wenxiang Zhang and Dingqi Rao and Song Li (2024). First record of Amolops truongi Pham, Pham, Ngo, Sung, Ziegler & Le, 2023 (Anura, Ranidae) from China Yunnan Huanglianshan National Nature https://doi.org/10.3897/herpetozoa.37.e121610"
1817,山地麻蜥,Eremias brenchleyi,辽宁,事件表,省级新纪录事件（1省）,"王超、田应洲、谷晓明 (2014). 辽宁省蜥蜴类新纪录———山地麻蜥 四川动物, 33(3), 383-387"
1818,巴塘龙蜥,Diploderma batangense,西藏,事件表,省级新纪录事件（1省）,"王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: 鬣蜥科Agamidae)部分物种的分类及分布记录修订 四川动物, 38(5), 481-495 https://doi.org/10.11984/j.issn.1000-7083.20180405"
1819,米仓山龙蜥,Diploderma micangshanense,湖北,事件表,省级新纪录事件（1省）,"王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: 鬣蜥科Agamidae)部分物种的分类及分布记录修订 四川动物, 38(5), 481-495 https://doi.org/10.11984/j.issn.1000-7083.20180405"
1820,沙坝龙蜥,Diploderma chapaense,云南,终审:转入事件表,记录类型无法判定（原表未标注且引用无线索）,"王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: 鬣蜥科Agamidae)部分物种的分类及分布记录修订 四川动物, 38(5), 481-495 https://doi.org/10.11984/j.issn.1000-7083.20180405"
1821,墨脱高山麻蜥,Altiphylax medogense,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shun Ma and Sheng‐Chao Shi and Tian‐Yu Qian and Lu‐Lu Sui and Bin Wang and Jian‐Ping Jiang (2024). A New Species of Cyrtodactylus tibetanus Group (Reptilia: Squamata: Gekkonidae) from Xizang Autonomous Region, China Animals, 14, 2384 https://doi.org/10.3390/ani14162384"
1822,重庆琴蛙,Nidirana chongqingensis,重庆,新种表,新种描述，转入 CHNR_new_species,"Qi Ma and Zhijian Wang (2023). A new species of Nidirana Dubois, 1992 (Anura, Ranidae) from Chongqing Municipality, China Biodiversity Data Journal, 11 https://doi.org/10.3897/BDJ.11.e101986"
1823,沙坝龙蜥,Diploderma chapaense,云南,终审:排除-再记录（与行1820同事件）,记录类型无法判定（原表未标注且引用无线索）,"王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: 鬣蜥科Agamidae)部分物种的分类及分布记录修订 四川动物, 38(5), 481-495 https://doi.org/10.11984/j.issn.1000-7083.20180405"
1824,双斑锦蛇,Elaphe bimaculata,内蒙古,事件表,省级新纪录事件（1省）,"杨婧、李春华、姜秀丽、穆丽光、乌力吉、向昌林、张书理、鲍伟东 (2019). 陆生野生动物长期监测简报 野生动物学报, 40(1), 173-176 https://doi.org/10.19711/j.cnki.issn2310-1490.2019.01.028"
1825,大围山树蛙,Zhangixalus daweishanensis,云南,新种表,新种描述，转入 CHNR_new_species,"Yuanqiang Pan and Shuo Liu and Ju Chen and Guohua Yu (2025). Underestimated species diversity in Zhangixalus (Anura, Rhacophoridae) with a description of two cryptic species from southern China Life Science, 101(2) https://doi.org/10.3897/zse.101.144060"
1826,黑点树蛙,Zhangixalus nigropunctatus,湖南,新种表,新种描述，转入 CHNR_new_species,"Yuanqiang Pan and Shuo Liu and Ju Chen and Guohua Yu (2025). Underestimated species diversity in Zhangixalus (Anura, Rhacophoridae) with a description of two cryptic species from southern China Life Science, 101(2) https://doi.org/10.3897/zse.101.144060"
1827,乌苏里蝮,Gloydius ussuriensis,内蒙古,排除,记录类型为'其他新纪录/再发现'等，未纳入省级新纪录事件表,"杨婧、李春华、姜秀丽、穆丽光、乌力吉、向昌林、张书理、鲍伟东 (2019). 陆生野生动物长期监测简报 野生动物学报, 40(1), 173-176 https://doi.org/10.19711/j.cnki.issn2310-1490.2019.01.028"
1828,大别山脊蛇,Achalinus dabieshanensis,河南,事件表,省级新纪录事件（1省）,"刘清熔, 侯银梦, 陈卓, & 陈晓虹 (2024). 河南发现大别山脊蛇 动物学杂志, 59(6), 974-980 https://doi.org/10.13859/j.cjz.202424019"
1829,云雾角蟾,Boulenophrys nebulosa,江西,新种表,新种描述，转入 CHNR_new_species,"Deming Shen and Haiying Zhou and Chaoyang Wang and Jun Xu and Shi Xu and Yifeng Zhong and Zhenyu Wang and Hao Cai and Yahui Wu and Meicai Wei and Yankuo Li (2025). A new species of Boulenophrys (Anura, Megophryidae) from northern Jiangxi, China Life Science, 101(4) https://doi.org/10.3897/zse.101.166556"
1830,龙里瘰螈,Paramesotriton longliensis,贵州,新种表,新种描述，转入 CHNR_new_species,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317 https://doi.org/10.3724/SP.J.1141.2008.03313"
1831,尾斑瘰螈,Paramesotriton caudopunctatus,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317 https://doi.org/10.3724/SP.J.1141.2008.03313"
1832,中国瘰螈,Paramesotriton chinensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317 https://doi.org/10.3724/SP.J.1141.2008.03313"
1833,广西瘰螈,Trituroides guangxiensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317 https://doi.org/10.3724/SP.J.1141.2008.03313"
1834,龙里瘰螈,Paramesotriton longliensis,贵州,新种表,新种描述，转入 CHNR_new_species,"李松、田应洲、谷晓明、熊荣川 (2008). 瘰螈属一新种——龙里瘰螈(有尾目:蝾螈科) 动物学研究, 29(3), 313-317"
1835,混淆臭蛙,Odorrana confusa,贵州,新种表,新种描述，转入 CHNR_new_species,"Hanming SONG and Siyu ZHANG and Shuo QI and Zhitong LYU and Zhaochi ZENG and Yongheng ZHU and Minghai HUANG and Fuchen LUAN and Zufei SHU and Yuening GONG and Zhifa LIU and Yingyong WANG (2023). Redefinition of the Odorrana versabilis Group, with a New Species from China (Anura, Ranidae, Odorrana) Asian Herpetological Research, 14(4), 283–299 https://doi.org/10.3724/ahr.2095-0357.2023.0019"
1836,截趾虎,Gehyra mutilata,,排除,国外记录（坐标在中国境外）,"钱天宇、齐硕、李丕鹏、陆宇燕、莫燕妮、杨振洲、刘武汉 (2019). 南海永兴岛的壁虎,兼记二新记录种 四川动物, 38(2), 179-184 https://doi.org/10.11984/j.issn.1000-7083.20180308"
1837,原尾蜥虎,Hemidactylus bowringii,,排除,国外记录（坐标在中国境外）,"钱天宇、齐硕、李丕鹏、陆宇燕、莫燕妮、杨振洲、刘武汉 (2019). 南海永兴岛的壁虎,兼记二新记录种 四川动物, 38(2), 179-184 https://doi.org/10.11984/j.issn.1000-7083.20180308"
1838,疣尾蜥虎,Hemidactylus frenatus,,排除,国外记录（坐标在中国境外）,"钱天宇、齐硕、李丕鹏、陆宇燕、莫燕妮、杨振洲、刘武汉 (2019). 南海永兴岛的壁虎,兼记二新记录种 四川动物, 38(2), 179-184 https://doi.org/10.11984/j.issn.1000-7083.20180308"
1839,无斑山溪鲵,Batrachuperus karlschmidti,青海,事件表,省级新纪录事件（1省）,"丁义晶、王贵虎、陈振宁、石长宏、马永贵、许升全 (2014). 青海省发现两栖纲小鲵科无斑山溪鲵 动物学杂志, 49(3), 428-431 https://doi.org/10.13859/j.cjz.201403016"
1840,无斑山溪鲵,Batrachuperus karlschmidti,青海,事件表,省级新纪录事件（1省）,"丁义晶、王贵虎、陈振宁、石长宏、马永贵、许升全 (2014). 青海省发现两栖纲小鲵科无斑山溪鲵 动物学杂志, 49(3), 428-431 https://doi.org/10.13859/j.cjz.201403016"
1841,北滑蜥,Scincella modesta septentrionalis,山东,事件表,省级新纪录事件（1省）,"陆宇燕、李丕鹏 (2002). 山东省爬行动物新记录———北滑蜥 四川动物, 21(3), 187-188"
1842,石灰臭蛙,Odorrana calciphila,广东,新种表,新种描述，转入 CHNR_new_species,"Han-Ming Song and Shuo Qi and Hao-Tian Wang and Yue-Ning Gong and Yang Liu and Ying-Yong Wang (2025). Definition and taxonomic revision of the karst-associated Odorrana lipuensis group (Anura, Ranidae), with a new species from Guangdong, China Life Science, 101(3), 1-10 https://doi.org/10.3897/zse.101.142746"
1843,龙胜小头蛇,Oligodon lungshenensis,四川,事件表,省级新纪录事件（1省）,"刘帆、刘洋、刘芹、郭鹏、吴亚勇 (2025). 四川泸州发现龙胜小头蛇 动物学杂志, 60(4), 613-618 https://doi.org/10.13859/j.cjz.202524241"
1844,龙胜小头蛇,Oligodon lungshenensis,四川,事件表,省级新纪录事件（1省）,"刘帆、刘洋、刘芹、郭鹏、吴亚勇 (2025). 四川泸州发现龙胜小头蛇 动物学杂志, 60(4), 613-618 https://doi.org/10.13859/j.cjz.202524241"
1845,龙胜小头蛇,Oligodon lungshenensis,四川,事件表,省级新纪录事件（1省）,"刘帆、刘洋、刘芹、郭鹏、吴亚勇 (2025). 四川泸州发现龙胜小头蛇 动物学杂志, 60(4), 613-618 https://doi.org/10.13859/j.cjz.202524241"
1846,琼崖树蛙,Rhacophorus qiongica,海南,新种表,新种描述，转入 CHNR_new_species,"Shangjing Tang and Fanrong Xiao and Shuo Liu and Lijun Wang and Guohua Yu and Lina Du (2024). Underestimated species diversity within the Rhacophorus rhodopus and Rhacophorus bipunctatus complexes (Anura, Rhacophoridae), with a description of a new species from Hainan, China Life Science, 100(2) https://doi.org/10.3897/zse.100.118879"
1847,龜山壁虎,Gekko guishanicus,宜兰县,新种表,新种描述，转入 CHNR_new_species,"林俊聰 & 姚秋如 (2016). 臺灣宜蘭縣龜山島壁虎屬 (Gekko) (有鱗目:蜥蜴亞目: 壁虎科) 一新種 A New Species of the Genus Gekko (Squamata: Sauria: Gekkonidae) from Guishan Isle, Yilan County, Taiwan 國立臺灣博物館學刊, 69(2), 1-14 https://doi.org/10.6532/JNTM.2016.69(2).01"
1848,龜山壁虎,Gekko guishanicus,宜兰县,新种表,新种描述，转入 CHNR_new_species,"林俊聰 & 姚秋如 and Jun-Tsong Lin and Chiou-Ju Yao (2016). 臺灣宜蘭縣龜山島壁虎屬 (Gekko) (有鱗目:蜥蜴亞目: 壁虎科) 一新種 A New Species of the Genus Gekko (Squamata: Sauria: Gekkonidae) from Guishan Isle, Yilan County, Taiwan 國立臺灣博物館學刊, 69(2), 1-14 https://doi.org/10.6532/JNTM.2016.69(2).01"
1849,黑头剑蛇指名亚种,Sibynophis chinensis chinensis,天津,事件表,省级新纪录事件（1省）,"齐 硕、史静耸、李丕鹏 (2012). 天津市蛇类新记录———黑头剑蛇指名亚种 蛇志, 24(4), 385-386 https://doi.org/10.3969/j.issn.1001-5639.2012.04.025"
1850,黑头剑蛇指名亚种,Sibynophis chinensis chinensis,天津,事件表,省级新纪录事件（1省）,"齐 硕、史静耸、李丕鹏 (2012). 天津市蛇类新记录———黑头剑蛇指名亚种 蛇志, 24(4), 385-386 https://doi.org/10.3969/j.issn.1001-5639.2012.04.025"
1851,高山掌突蟾,Leptolalax alpinus,广西,事件表,省级新纪录事件（1省）,"莫运明、周天福、谢志明 (2004). 我国三种两栖动物在广西的新分布 动物学杂志, 39(4), 92-94"
1852,景东角蟾,Megophrys jingdongensis,广西,事件表,省级新纪录事件（1省）,"莫运明、周天福、谢志明 (2004). 我国三种两栖动物在广西的新分布 动物学杂志, 39(4), 92-94"
1853,大绿臭蛙,Buergeria otai,,新种表,新种描述，转入 CHNR_new_species,"Ying-Han Wang and Yu-Wei Hsiao and Ko-Huan Lee and Hui-Yun Tseng and Yen-Po Lin and Shohei Komaki and Si-Min Lin (2018). Correction: Acoustic differentiation and behavioral response reveals cryptic species within Buergeria treefrogs (Anura, Rhacophoridae) from Taiwan PLoS ONE, 13(2) https://doi.org/10.1371/journal.pone.0193040"
1854,乡城原矛头蝮,Protobothrops xiangchengensis,西藏,事件表,省级新纪录事件（1省）,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1855,王锦蛇,Elaphe carinata,西藏,排除,记录类型为'其他新纪录/再发现'等，未纳入省级新纪录事件表,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1856,沙坝链蛇,Lycodon chapaensis,云南,新种表,新种描述，转入 CHNR_new_species,"Kai Wang and Zhong-Bin Yu and Gernot Vogel and Jing Che (2020). Contribution to the taxonomy of the genus Lycodon H. Boie in Fitzinger, 1827 (Reptilia: Squamata: Colubridae) in China, with description of two new species and resurrection and elevation of Dinodon septentrionale chapaense Angel, Bourret, 1933 Zoological Research https://doi.org/10.24272/j.issn.2095-8137.2020.286"
1857,帆背龙蜥,Diploderma vela,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1858,巴塘龙蜥,Diploderma batangense,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1859,滑腹龙蜥,Diploderma laeviventre,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1860,察隅湍蛙,Amolops chayuensis,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1861,高原林蛙,Rana kukunoris,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1862,高山倭蛙,Nanorana parkeri,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1863,中华蟾蜍,Bufo gargarizans,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1864,澜沧蝮,Gloydius huangi,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1865,黑眉锦蛇,Elaphe taeniura,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1866,乡城原矛头蝮,Protobothrops xiangchengensis,西藏,事件表,省级新纪录事件（1省）,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1867,乡城原矛头蝮,Protobothrops xiangchengensis,西藏,事件表,省级新纪录事件（1省）,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1868,王锦蛇,Elaphe carinata,西藏,排除,记录类型为'其他新纪录/再发现'等，未纳入省级新纪录事件表,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1869,帆背龙蜥,Diploderma vela,西藏,终审:B2 排除-调查/名录条目,新种描述文献中的伴随物种记录，非明确新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1870,墨脱树蛙,Rhacophorus medogensis,西藏,新种表,新种描述，转入 CHNR_new_species,"Shiyang Weng and Xiaolong Liu and Jianchuan Li and Guohua Yu and Junkai Huang (2025). A new species of Rhacophorus (Anura, Rhacophoridae) from Xizang, China, with a revision of the distribution of R. bipunctatus Integrative Science, 101(2) https://doi.org/10.3897/zse.101.142297"
1871,双斑树蛙,Rhacophorus bipunctatus,梅加拉亚邦,排除,国外新种描述（省份为外国地名）,"Shiyang Weng and Xiaolong Liu and Jianchuan Li and Guohua Yu and Junkai Huang (2025). A new species of Rhacophorus (Anura, Rhacophoridae) from Xizang, China, with a revision of the distribution of R. bipunctatus Integrative Science, 101(2) https://doi.org/10.3897/zse.101.142297"
1872,巴塘龙蜥,Diploderma batangense,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1873,滑腹龙蜥,Diploderma laeviventre,西藏,终审:B2 排除-调查/名录条目,新种描述文献中的伴随物种记录，非明确新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1874,铜壁关角蟾,Xenophrys tongbiguanensis,云南,新种表,新种描述，转入 CHNR_new_species,"Yun-He Wu and An-Ru Zuo and Shen-Pin Yang and Ding-Can Zhang and Zheng-Pan Duan and Felista Kasyoka Kilunda and Zhong-Bin Yu and Jing Che (2025). Morphological and molecular data reveal one new species of the genus Xenophrys Günther, 1864 (Anura, Megophryidae) from Yunnan, China Life Science, 101(4) https://doi.org/10.3897/zse.101.158027"
1875,澜沧蝮,Gloydius huangi,西藏,终审:B2 排除-调查/名录条目,新种描述文献中的伴随物种记录，非明确新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
1876,湖南脊蛇,Achalinus hunanensis,广西,事件表,省级新纪录事件（1省）,"Yanyuan Xie and Yuhui Li and Zhengjun Wu and Zening Chen (2025). First record of Achalinus hunanensis Ma, Shi, Xiang, Shu & Jiang, 2023 (Serpentes, Xenodermidae) in Guangxi, China, with supplementary morphological information Biodiversity Data Journal, 13 https://doi.org/10.3897/BDJ.13.e168622"
1877,红脊蛇,Achalinus rufescens,香港,事件表,省级新纪录事件（1省）,"Yanyuan Xie and Yuhui Li and Zhengjun Wu and Zening Chen (2025). First record of Achalinus hunanensis Ma, Shi, Xiang, Shu & Jiang, 2023 (Serpentes, Xenodermidae) in Guangxi, China, with supplementary morphological information Biodiversity Data Journal, 13 https://doi.org/10.3897/BDJ.13.e168622"
1878,脊鳞蛇,Achalinus spinalis,湖南,事件表,省级新纪录事件（1省）,"Yanyuan Xie and Yuhui Li and Zhengjun Wu and Zening Chen (2025). First record of Achalinus hunanensis Ma, Shi, Xiang, Shu & Jiang, 2023 (Serpentes, Xenodermidae) in Guangxi, China, with supplementary morphological information Biodiversity Data Journal, 13 https://doi.org/10.3897/BDJ.13.e168622"
1879,四爪陆龟,Testudo horsfieldii,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"巴特乔龙, 杨长乐, 姚书印, 牛忠泽, 柴永斌, & 徐峰 (2019). 新疆艾比湖湿地国家级自然保护区发现四爪陆龟 动物学杂志, 54(6), 859 https://doi.org/10.13859/j.cjz.201906024"
1880,景颇拟树蜥,Pseudocalotes jingpo,云南,新种表,新种描述，转入 CHNR_new_species,"Yuhao Xu and Yanan Gong and Mian Hou and Shiyang Weng and Shuo Liu and Jundong Deng and Junkang Hu and Lifang Peng (2024). A New Species of the Genus Pseudocalotes (Squamata: Agamidae) from Southwest Yunnan, China Animals, 14, 826 https://doi.org/10.3390/ani14060826"
1881,宁陕脊蛇指名亚种,Achalinus ningshanensis ningshanensis,陕西,新种表,新种描述，转入 CHNR_new_species,"Yuhao Xu and Shun Ma and Bo Cai and Diancheng Yang and Tianyou Zhang and Tianxuan Gu and Fengcheng Zhu and Song Huang and Lifang Peng (2024). Taxonomic Revision of Ningshan Odd-Scaled Snake, Achalinus ningshanensis (Serpentes, Xenodermidae), with Description of a New Subspecies from Western China Animals, 14, 3425 https://doi.org/10.3390/ani14233425"
1882,宁陕脊蛇西部亚种,Achalinus ningshanensis occidentalis,四川、陕西,新种表,新种描述，转入 CHNR_new_species,"Yuhao Xu and Shun Ma and Bo Cai and Diancheng Yang and Tianyou Zhang and Tianxuan Gu and Fengcheng Zhu and Song Huang and Lifang Peng (2024). Taxonomic Revision of Ningshan Odd-Scaled Snake, Achalinus ningshanensis (Serpentes, Xenodermidae), with Description of a New Subspecies from Western China Animals, 14, 3425 https://doi.org/10.3390/ani14233425"
