ID,Source_row,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,OrderCN_COL_China_2026,FamilyLA,FamilyCN,GenusLA,GenusCN,Type_locality,Province,Longitude,Latitude,Altitude_raw,Discovery_date,Habitat_raw,Voucher,Evidence_type,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI
139,988,两栖纲,,,,Hynobius sp. nov.,有尾目,Hynobiidae,小鲵科,Hynobius,小鲵属,中国福建省连城县曲溪村,福建,116.938,25.566,,2022-08,竹林,"22HyF001, 22HyF002, 22HyF003, 22HyF004, 22HyF005, 22HyF006",标本,"Zhenqi Wang and Siti N. Othman and Zhixin Qiu and Yiqiu Lu and Vishal Kumar Prasad and Yuran Dong and Chang‐Hu Lu and Amaël Borzée (2023). An Isolated and Deeply Divergent Hynobius Species from Fujian, China Animals, 13, 1661 https://doi.org/10.3390/ani13101661",2023,,Animals,10.3390/ani13101661
140,1001,两栖纲,粤琴蛙,Nidirana guangdongensis,广东琴蛙,Nidirana guangdongensis,无尾目,Ranidae,蛙科,Nidirana,琴蛙属,石门台自然保护区,广东,113.1617,24.445,320,2017-04-24,天然或人工沼泽、池塘和稻田,"SYS a005767 (holotype); SYS a005765, SYS a005766, SYS a005995, SYS a005997–98, SYS a006879/CIB 107273, SYS a007688 (paratypes)",标本,"Zhi-Tong Lyu and Ke-Yuan Dai and Yao Li and Han Wan and Zhe-Yi Liu and Shuo Qi and Si-Min Lin and Jian Wang and Yu-Long Li and Yang-Jin Zeng and Pi-Peng Li and Hong Pang and Ying-Yong Wang (2020). Comprehensive approaches reveal three cryptic species of genus Nidirana (Anura, Ranidae) from China ZooKeys, 914, 127–159 https://doi.org/10.3897/zookeys.914.36604",2020,"Lyu, Zhi-Tong, Dai, Ke-Yuan, Li, Yao, Wan, Han, Liu, Zhe-Yi, Qi, Shuo, Lin, Si-Min, Wang, Jian, Li, Yu-Long, Zeng, Yang-Jin, Li, Pi-Peng, Pang, Hong, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.914.36604
141,1002,两栖纲,孟闻琴蛙,Nidirana mangveni,莽文琴蛙,Nidirana mangveni,无尾目,Ranidae,蛙科,Nidirana,琴蛙属,大盘山,浙江,120.5447,28.9801,860,2017-08-01,天然或人工沼泽、池塘和稻田,"SYS a006313 (holotype); SYS a006311–12, SYS a006314/CIB 107275, SYS a006310, SYS a006413–14, SYS a006416, SYNU 12050569 (paratypes)",标本,"Zhi-Tong Lyu and Ke-Yuan Dai and Yao Li and Han Wan and Zhe-Yi Liu and Shuo Qi and Si-Min Lin and Jian Wang and Yu-Long Li and Yang-Jin Zeng and Pi-Peng Li and Hong Pang and Ying-Yong Wang (2020). Comprehensive approaches reveal three cryptic species of genus Nidirana (Anura, Ranidae) from China ZooKeys, 914, 127–159 https://doi.org/10.3897/zookeys.914.36604",2020,"Lyu, Zhi-Tong, Dai, Ke-Yuan, Li, Yao, Wan, Han, Liu, Zhe-Yi, Qi, Shuo, Lin, Si-Min, Wang, Jian, Li, Yu-Long, Zeng, Yang-Jin, Li, Pi-Peng, Pang, Hong, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.914.36604
142,1003,两栖纲,湘琴蛙,Nidirana xiangica,湘江琴蛙,Nidirana xiangica,无尾目,Ranidae,蛙科,Nidirana,琴蛙属,大围山,湖南,114.0793,28.4237,820,2014-05-08,天然或人工池塘和稻田,"SYS a006492 (holotype); SYS a006493/CIB 107276, SYS a006491, SYS a002591, SYS a002590, SYS a007269–7273 (paratypes)",标本,"Zhi-Tong Lyu and Ke-Yuan Dai and Yao Li and Han Wan and Zhe-Yi Liu and Shuo Qi and Si-Min Lin and Jian Wang and Yu-Long Li and Yang-Jin Zeng and Pi-Peng Li and Hong Pang and Ying-Yong Wang (2020). Comprehensive approaches reveal three cryptic species of genus Nidirana (Anura, Ranidae) from China ZooKeys, 914, 127–159 https://doi.org/10.3897/zookeys.914.36604",2020,"Lyu, Zhi-Tong, Dai, Ke-Yuan, Li, Yao, Wan, Han, Liu, Zhe-Yi, Qi, Shuo, Lin, Si-Min, Wang, Jian, Li, Yu-Long, Zeng, Yang-Jin, Li, Pi-Peng, Pang, Hong, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.914.36604
143,1009,爬行纲,香港盲蛇,Indotyphlops lazelli,拉氏盲蛇,Typhlops lazelli,有鳞目,Typhlopidae,盲蛇科,Indotyphlops,印度盲蛇属,中国香港特别行政区香港岛薄扶林高西,香港,114.1417,22.2583,,1988-05-27,,MCZ 173290 (holotype); MCZ 183578 (paratype),标本,"V. WALLACH and OLIVIER S. G. PAUWELS (2004). TYPHLOPS LAZELLI, A NEW SPECIES OF CHINESE BLINDSNAKE FROM HONG KONG (SERPENTES: TYPHLOPIDAE) BREVIORA",2004,"V. Wallach, Olivier S. G. Pauwels",Breviora,
144,1016,两栖纲,抚华费树蛙,Feihyla fuhua,抚华费氏树蛙,Feihyla fuhua,无尾目,Rhacophoridae,树蛙科,Feihyla,费树蛙属,云南省屏边县前进乡,云南,103.41,22.58,1040,1958-08-16,"海拔约1040米的山坡地带,繁殖期夜间常在水塘边的树枝上活动","CIB584168 (holotype); CIB584166-584167, 584169-584171 (paratypes)",标本,"费梁、叶昌媛、江建平 (2010). 中国云南树蛙科一新种(两栖纲,无尾目) 动物分类学报, 35(2), 413-417",2010,"Fei, Liang, Ye, Changyuan, Jiang, Jianping",Acta Zootaxonomica Sinica,
145,1018,两栖纲,南江臭蛙,Odorrana nanjiangensis,南江臭蛙,Odorrana nanjiangensis,无尾目,Ranidae,蛙科,Odorrana,臭蛙属,四川省南江县,四川,106.8333,32.35,,,,CIB610623,标本,"费梁、叶昌媛、谢锋、江建平 (2007). 中国四川省蛙科一新种——南江臭蛙 (两栖纲:无尾目) 动物学研究, 28(5), 551-555",2007,"Fei Liang, et al.",Zoological Research,
146,1029,两栖纲,宜章臭蛙,Odorrana yizhangensis,宜章臭蛙,Odorrana yizhangensis,无尾目,Ranidae,蛙科,Odorrana,臭蛙属,湖南省宜章县莽山,湖南,113.0,25.0,1200,1975-06-10,,"Holotype CIB75I0900; Allotype CIB75I0903; Paratypes: 5♂♂ (CIB 75I0690, 75I0691, 75I0899, 75I0901, 75I0911), 4♀♀ (CIB 75I0692, 75I0902, 75I0912, 75I0913)",标本,"费梁、叶昌嫒、江建平 (2007). 中国蛙科一新种(两栖纲,无尾目) 动物分类学报, 32(4), 989-992",2007,"Fei Liang, Ye Chang-Yuan, Jiang Jian-Ping",Acta Zootaxonomica Sinica,
147,1030,两栖纲,版纳大头蛙,Limnonectes bannaensis,版纳大头蛙,Limnonectes bannaensis,无尾目,Dicroglossidae,叉舌蛙科,Limnonectes,大头蛙属,云南省景洪市勐养,云南,100.7867,22.1289,,,,CIB 570798 (holotype),标本,"叶昌媛、费梁、谢锋、江建平 (2007). 中国蛙科一新种——版纳大头蛙 (两栖纲:无尾目) 动物学研究, 28(5), 545-550",2007,,Zoological Research,
148,1046,两栖纲,仙居角蟾,Boulenophrys xianjuensis,仙居角蟾,Megophrys xianjuensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,中国浙江省仙居县淡竹乡神仙居景区,浙江,120.5949,28.6775,350,2018-05-14,亚热带山地森林溪流中的石块上,"Holotype: CIBXJ190503; Paratypes: CIB20180514007, CIB20180514008, CIBXJ190501, CIBXJ190505, CIBXJ20190801, CIBXJ20190802, CIBXJ20190803, CIBXJ20190804, CIBXJ20190805",标本,"Bin Wang and Yan-Qing Wu and Jun-Wei Peng and Sheng-Chao Shi and Ning-Ning Lu and Jun Wu (2020). A new Megophrys Kuhl & Van Hasselt (Amphibia, Megophryidae) from southeastern China ZooKeys, 904, 35–62 https://doi.org/10.3897/zookeys.904.47354",2020,"Bin Wang, Yan-Qing Wu, Jun-Wei Peng, Sheng-Chao Shi, Ning-Ning Lu, Jun Wu",ZooKeys,10.3897/zookeys.904.47354
149,1050,两栖纲,荔浦臭蛙,Odorrana lipuensis,荔浦臭蛙,Odorrana lipuensis,无尾目,Ranidae,蛙科,Odorrana,臭蛙属,中国广西阳朔和越南高平省下琅,广西,106.5,24.8,,,"夜行性喀斯特栖居者,见于完全黑暗的喀斯特洞穴和潮湿的地表石灰岩上","NHMG 1303018, NHMG 1303019",标本,"Han-Ming Song and Shuo Qi and Hao-Tian Wang and Yue-Ning Gong and Yang Liu and Ying-Yong Wang (2025). Definition and taxonomic revision of the karst-associated Odorrana lipuensis group (Anura, Ranidae), with a new species from Guangdong, China Life Science, 101(3), 1-10 https://doi.org/10.3897/zse.101.142746",2025,"Han-Ming Song, Shuo Qi, Hao-Tian Wang, Yue-Ning Gong, Yang Liu, Ying-Yong Wang",ZooKeys,10.3897/zse.101.142746
150,1051,爬行纲,百色壁虎,Gekko paucituberculatus,百色壁虎,Gekko paucituberculatus,有鳞目,Gekkonidae,壁虎科,Gekko,壁虎属,中国广西壮族自治区百色市田阳区,广西,106.9872,23.7153,120,2023-08-03,岩栖特化种;夜间发现于石灰岩喀斯特洞穴入口附近的岩石上,"SYS r002806 (holotype), SYS r002807 (paratype)",标本,"Hao-Tian Wang and Shuo Qi and Dan-Yang Zhou and Ying-Yong Wang (2024). Description of a new karst-adapted species of the subgenus Japonigekko (Squamata: Gekkonidae: Gekko) from Guangxi, southern China Vertebrate Zoology, 74, 121–132 https://doi.org/10.3897/vz.74.e113899",2024,"Wang, Hao-Tian, Qi, Shuo, Zhou, Dan-Yang, Wang, Ying-Yong",Vertebrate Zoology,10.3897/vz.74.e113899
151,1061,爬行纲,张氏小头蛇,Oligodon zhangfujii,张氏小头蛇,Oligodon zhangfujii,有鳞目,Colubridae,游蛇科,Oligodon,小头蛇属,背崩乡,西藏,95.1916,29.2441,1115,2023-08-16,,CIB 121710,标本,"Ke JIANG and Dihao WU and Junjie HUANG and Jinlong REN and Zongyuan GAO and Zhitong LYU and Jiatang LI (2025). Description of a New Species of Kukri Snake (Serpentes: Colubridae: Oligodon) from Xizang, China Asian Herpetological Research, 16(1), 36–48 https://doi.org/10.3724/ahr.2095-0357.2024.0058",2025,"Ke JIANG, Dihao WU, Junjie HUANG, Jinlong REN, Zongyuan GAO, Zhitong LYU, Jiatang LI",Asian Herpetological Research,10.3724/ahr.2095-0357.2024.0058
152,1067,两栖纲,东莞角蟾,Boulenophrys dongguanensis,东莞角蟾,Megophrys dongguanensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,广东省东莞市银瓶山,广东,114.15,22.95,,,,,照片/影像,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,"Wang, Jian, Lyu, Zhi-Tong, Liu, Zu-Yao, Liao, Cheng-Kai, Zeng, Zhao-Chi, Zhao, Jian, Li, Yu-Long, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.851.29107
153,1068,两栖纲,南昆山角蟾,Boulenophrys nankunensis,南昆山角蟾,Megophrys nankunensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,广东省惠州市南昆山,广东,113.85,23.65,,,,SYS a004503,标本,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,"Wang, Jian, Lyu, Zhi-Tong, Liu, Zu-Yao, Liao, Cheng-Kai, Zeng, Zhao-Chi, Zhao, Jian, Li, Yu-Long, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.851.29107
154,1070,两栖纲,南岭角蟾,Boulenophrys nanlingensis,南岭角蟾,Megophrys nanlingensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,广东省韶关市南岭自然保护区,广东,113.15,24.95,,,,SYS a002159,标本,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,"Wang, Jian, Lyu, Zhi-Tong, Liu, Zu-Yao, Liao, Cheng-Kai, Zeng, Zhao-Chi, Zhao, Jian, Li, Yu-Long, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.851.29107
155,1071,两栖纲,九连山角蟾,Boulenophrys jiulianensis,九连山角蟾,Megophrys jiulianensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,江西省龙南县九连山国家级自然保护区,江西,114.55,24.65,,,,,照片/影像,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,"Wang, Jian, Lyu, Zhi-Tong, Liu, Zu-Yao, Liao, Cheng-Kai, Zeng, Zhao-Chi, Zhao, Jian, Li, Yu-Long, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.851.29107
156,1072,两栖纲,武功山角蟾,Boulenophrys wugongensis,武功山角蟾,Megophrys wugongensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,江西省萍乡市杨岐山景区及相邻吉安市武功山景区,江西,114.2,27.5,,,,,照片/影像,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,"Wang, Jian, Lyu, Zhi-Tong, Liu, Zu-Yao, Liao, Cheng-Kai, Zeng, Zhao-Chi, Zhao, Jian, Li, Yu-Long, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.851.29107
157,1073,两栖纲,幕阜山角蟾,Boulenophrys mufumontana,幕阜山角蟾,Megophrys mufumontana,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,湖南省岳阳市幕阜山,湖南,113.85,28.95,,,,,照片/影像,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,"Wang, Jian, Lyu, Zhi-Tong, Liu, Zu-Yao, Liao, Cheng-Kai, Zeng, Zhao-Chi, Zhao, Jian, Li, Yu-Long, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.851.29107
158,1087,两栖纲,岜沙掌突蟾,Paramegophrys bashaensis,岜沙掌突蟾,Leptobrachella bashaensis,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,"岜沙自然保护区,从江县",贵州,108.7356,25.8534,900,2017-10,山地常绿次生林;小溪流,"GIB196403 (holotype); GIB196401–02, GIB196404, GIB196406–07 (paratypes)",标本,"Jing-Cai Lyu and Liang-Liang Dai and Ping-Fan Wei and Yan-Hong He and Zhi-Yong Yuan and Wen-Li Shi and Sheng-Lun Zhou and Si-Yu Ran and Zhong-Fan Kuang and Xuan Guo and Gang Wei and Guo Yuan (2020). A new species of the genus Leptobrachella Smith, 1925 (Anura, Megophryidae) from Guizhou, China ZooKeys, 1008, 139–157 https://doi.org/10.3897/zookeys.1008.56412",2020,"Lyu, Jing-Cai, Dai, Liang-Liang, Wei, Ping-Fan, He, Yan-Hong, Yuan, Zhi-Yong, Shi, Wen-Li, Zhou, Sheng-Lun, Ran, Si-Yu, Kuang, Zhong-Fan, Guo, Xuan, Wei, Gang, Yuan, Guo",ZooKeys,10.3897/zookeys.1008.56412
159,1120,两栖纲,,,,Alcalus sp. nov.,无尾目,Ceratobatrachidae,亚洲角蛙科,Alcalus,小山蛙属,中国云南省盈江县铜壁关乡,云南,97.55,24.65,,2023-08,,KIZ specimens (seven adult females and two adult males),标本,"Zhongbin YU and Kai WANG and Tianen CHEN and Ling LI and Felista Kasyoka KILUNDA and Haipeng ZHAO and Yayong WU and Shenpin YANG and Zhengpan DUAN and Anru ZUO and Dingcan ZHANG and Robert W. MURPHY and Yunhe WU and Jing CHE (2025). First Record of the Genus Alcalus (Anura, Ceratobatrachidae) and Describe a New Species from Yunnan, China Asian Herpetological Research, 16(2), 160–168 https://doi.org/10.3724/ahr.2095-0357.2024.0035",2025,"Zhongbin YU, Kai WANG, Tianen CHEN, Ling LI, Felista Kasyoka KILUNDA, Haipeng ZHAO, Yayong WU, Shenpin YANG, Zhengpan DUAN, Anru ZUO, Dingcan ZHANG, Robert W. MURPHY, Yunhe WU, Jing CHE",Asian Herpetological Research,10.3724/ahr.2095-0357.2024.0035
160,1128,两栖纲,花坪角蟾,Boulenophrys mirabilis,花坪角蟾,Megophrys mirabilis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,中国广西壮族自治区桂林市临桂区花坪自然保护区,广西,109.949,25.5554,1300,2013-09-09,海拔1300–1330米小径旁灌木枝上,"Holotype: SYS a002917; Paratypes: SYS a002192, SYS a002193, SYS a002289",标本,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,"Lyu, Zhi-Tong, Li, Yuan-Qiu, Zeng, Zhao-Chi, Zhao, Jian, Liu, Zu-Yao, Guo, Guo-Xin, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.942.47983
161,1129,两栖纲,石门台角蟾,Boulenophrys shimentaina,石门台角蟾,Megophrys shimentaina,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,中国广东省清远市英德市石门台自然保护区,广东,113.1095,24.4095,370,2013-04-25,海拔210–500米缓流山溪,"Holotype: SYS a004710; Paratypes: SYS a002077, SYS a002081–2085, SYS a004172–4173, SYS a005448/CIB 110015, SYS a005992–5993",标本,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,"Lyu, Zhi-Tong, Li, Yuan-Qiu, Zeng, Zhao-Chi, Zhao, Jian, Liu, Zu-Yao, Guo, Guo-Xin, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.942.47983
162,1130,两栖纲,湘南角蟾,Boulenophrys xiangnanensis,湘南角蟾,Megophrys xiangnanensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,中国湖南省永州市双牌县阳明山,湖南,111.8945,26.1177,1360,2014-06-12,海拔900–1400米、湿润亚热带次生常绿阔叶林环绕的缓流山溪附近,"Holotype: SYS a002875; Paratypes: SYS a002874, SYS a002876/CIB 116072, SYS a002878–2886",标本,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,"Lyu, Zhi-Tong, Li, Yuan-Qiu, Zeng, Zhao-Chi, Zhao, Jian, Liu, Zu-Yao, Guo, Guo-Xin, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.942.47983
163,1131,两栖纲,阳明山角蟾,Boulenophrys yangmingensis,阳明山角蟾,Megophrys yangmingensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,中国湖南省永州市双牌县阳明山,湖南,111.8945,26.1177,1360,2013-09-08,海拔1360米山溪区域,"Holotype: SYS a002887; Paratypes: SYS a002877, SYS a002888–2889, SYS a002891–2892, SYS a002307, SYS a002310/CIB 116073",标本,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,"Lyu, Zhi-Tong, Li, Yuan-Qiu, Zeng, Zhao-Chi, Zhao, Jian, Liu, Zu-Yao, Guo, Guo-Xin, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.942.47983
164,1147,爬行纲,怒江蝮,Gloydius lipipengi,努江蝮,Gloydius lipipengi,有鳞目,Viperidae,蝰科,Gloydius,亚洲蝮属,西藏林芝市察隅县木杂村,西藏,98.23,28.54,2883,2014-09-08,怒江下游干热河谷附近森林中的落叶层,IVPP OV 2720,标本,"Jing-Song Shi and Jin-Cheng Liu and Rohit Giri and John Benjamin Owens and Vishal Santra and Sourish Kuttalam and Melvin Selvan and Ke-Ji Guo and Anita Malhotra (2021). Molecular phylogenetic analysis of the genus Gloydius (Squamata, Viperidae, Crotalinae), with description of two new alpine species from Qinghai-Tibet Plateau, China ZooKeys, 1061, 87–108 https://doi.org/10.3897/zookeys.1061.70420",2021,"Shi J-S, Liu J-C, Giri R, Owens JB, Santra V, Kuttalam S, Selvan M, Guo K-J, Malhotra A",ZooKeys,10.3897/zookeys.1061.70420
165,1148,爬行纲,冰川蝮,Gloydius swild,SWILD蝮,Gloydius swild,有鳞目,Viperidae,蝰科,Gloydius,亚洲蝮属,四川省阿坝州黑水县,四川,102.8,32.23,2940,,向阳山坡的岩石上或岩石下(尤其靠近植被处),"IVPP OV 2725, IVPP OV 2726",标本,"Jing-Song Shi and Jin-Cheng Liu and Rohit Giri and John Benjamin Owens and Vishal Santra and Sourish Kuttalam and Melvin Selvan and Ke-Ji Guo and Anita Malhotra (2021). Molecular phylogenetic analysis of the genus Gloydius (Squamata, Viperidae, Crotalinae), with description of two new alpine species from Qinghai-Tibet Plateau, China ZooKeys, 1061, 87–108 https://doi.org/10.3897/zookeys.1061.70420",2021,"Shi J-S, Liu J-C, Giri R, Owens JB, Santra V, Kuttalam S, Selvan M, Guo K-J, Malhotra A",ZooKeys,10.3897/zookeys.1061.70420
166,1152,两栖纲,独山掌突蟾,Paramegophrys dushanensis,独山掌突蟾,Leptobrachella dushanensis,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,中国贵州省独山县,贵州,107.6492,25.9617,1000,2022-20,山地森林和山涧溪流,"CIB DS20220409002 (holotype); MT DS20230310001, MT DS20230310002 (paratypes)",标本,"Shize Li and Wei Li and Yanlin Cheng and Jing Liu and Gang Wei and Bin Wang (2024). Description of a new Asian Leaf Litter Toad of the genus Leptobrachella Smith, 1925 (Anura, Megophryidae) from southern Guizhou Province, China Biodiversity Data Journal, 12 https://doi.org/10.3897/BDJ.12.e113427",2024,"Li, Shize, Li, Wei, Cheng, Yanlin, Liu, Jing, Wei, Gang, Wang, Bin",Biodiversity Data Journal,10.3897/BDJ.12.e113427
